0.442	0.557	0.615	0.771	0.275	0.234	0.389	1.15	0.198	0.203	0.569	1.373
0.97	0.384	1.293	0.828	0.952	0.209	0.724	0.751	0.846	0.324	0.903	0.901
1.872	0.42	0.119	0.28	1.817	0.128	0.108	0.294	1.835	0.141	0.139	0.306
1.368	0.99	0.166	0.746	1.588	1.48	0.163	1.254	0.74	1.241	0.217	0.725
0.331	0.478	0.249	0.384	0.153	0.698	0.203	0.41	0.139	0.962	0.346	0.527
0.49	0.725	0.554	0.669	0.542	0.814	0.655	0.212	0.212	0.917	0.59	0.22
0.352	0.29	0.241	0.127	0.453	0.416	0.307	0.159	0.217	0.302	0.223	0.132
0.301	0.594	0.321	0.843	0.42	0.682	0.39	0.477	0.267	0.84	0.314	0.383
